longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.26,37.95,44.0,819.0,184.0,677.0,183.0,1.725,71266.0,INLAND
-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,137586.0,INLAND
-121.64,39.11,18.0,3212.0,542.0,1817.0,508.0,3.3793,111809.0,INLAND
-117.12,32.76,28.0,2160.0,608.0,1339.0,571.0,1.9152,124287.0,NEAR OCEAN
-116.92,32.86,11.0,2204.0,518.0,1472.0,497.0,2.3693,127999.0,<1H OCEAN
-118.83,34.33,6.0,6679.0,1164.0,3196.0,1157.0,5.4493,259174.0,<1H OCEAN
-122.39,37.78,3.0,3464.0,1179.0,1441.0,919.0,4.7105,276977.11,NEAR BAY
-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,386057.16,NEAR OCEAN
-120.84,35.3,15.0,2062.0,327.0,781.0,316.0,4.9359,261880.02,NEAR OCEAN
-117.98,33.7,17.0,1997.0,340.0,952.0,341.0,4.4148,218645.0,<1H OCEAN
-122.24,37.77,52.0,1153.0,235.0,481.0,223.0,2.6411,169457.0,NEAR BAY
-121.36,38.66,22.0,2878.0,599.0,1362.0,541.0,2.7955,124433.0,INLAND
-122.5,37.92,32.0,2639.0,415.0,1013.0,408.0,6.1632,373577.07,NEAR BAY
-120.84,37.48,10.0,2874.0,612.0,1960.0,596.0,2.7381,113750.0,INLAND
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,221206.05,<1H OCEAN
-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,136239.0,INLAND
-119.23,35.77,26.0,2636.0,468.0,1416.0,485.0,4.1917,94358.0,INLAND
-118.32,34.19,37.0,1519.0,331.0,613.0,315.0,3.0179,242408.0,<1H OCEAN
-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282,212494.0,<1H OCEAN
-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,204529.01,<1H OCEAN
-121.25,36.32,12.0,4776.0,1082.0,4601.0,1066.0,2.9184,149227.0,<1H OCEAN
-118.15,33.94,36.0,1948.0,341.0,992.0,363.0,4.2594,234900.0,<1H OCEAN
-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,108418.0,INLAND
-122.56,37.9,48.0,1550.0,253.0,641.0,276.0,8.634,462204.49,NEAR BAY
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,3.8958,138634.0,INLAND
-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,223974.01,<1H OCEAN
-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,305725.02,NEAR OCEAN
-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,321731.05,<1H OCEAN
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,216080.0,NEAR BAY
-118.06,33.91,24.0,4880.0,1044.0,4516.0,1050.0,4.1387,192119.0,<1H OCEAN
-118.47,34.15,43.0,804.0,117.0,267.0,110.0,8.2269,473498.72,<1H OCEAN
-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,493703.93,<1H OCEAN
-117.08,32.76,27.0,1221.0,254.0,606.0,259.0,3.0833,181682.0,NEAR OCEAN
-118.71,34.3,20.0,1586.0,187.0,699.0,209.0,6.5483,314236.07,<1H OCEAN
-118.2,34.04,18.0,796.0,227.0,547.0,218.0,1.0333,153356.0,<1H OCEAN
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,301246.02,NEAR BAY
-117.76,33.83,15.0,3086.0,457.0,1262.0,436.0,6.4415,293585.0,<1H OCEAN
-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2.1182,101257.0,INLAND
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,343833.01,NEAR BAY
-115.37,32.82,30.0,1602.0,322.0,1130.0,335.0,3.5735,87756.0,INLAND
-118.11,34.16,52.0,3158.0,459.0,1229.0,444.0,5.4223,339923.0,INLAND
-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,101572.0,INLAND
-122.12,37.42,36.0,2607.0,551.0,1165.0,523.0,5.1524,365778.16,NEAR BAY
-117.23,32.78,35.0,1649.0,355.0,746.0,360.0,4.6293,269655.05,NEAR OCEAN
-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,213822.0,<1H OCEAN
-120.9,37.64,26.0,1762.0,418.0,855.0,308.0,1.6767,89039.0,INLAND
-117.27,34.05,34.0,1703.0,395.0,849.0,359.0,3.1607,112332.0,INLAND
-120.85,37.06,31.0,2609.0,645.0,1796.0,629.0,1.5479,75036.0,INLAND
-116.99,32.7,15.0,3660.0,622.0,2629.0,612.0,4.0444,153370.0,NEAR OCEAN
-121.6,39.15,19.0,1396.0,336.0,940.0,309.0,1.5208,94975.0,INLAND
-117.32,34.55,18.0,279.0,59.0,188.0,60.0,0.8246,101986.0,INLAND
-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233,103435.0,INLAND
-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,176155.01,<1H OCEAN
-118.08,34.12,27.0,1685.0,341.0,757.0,317.0,4.2434,272768.01,<1H OCEAN
-117.96,33.94,31.0,2397.0,518.0,1407.0,476.0,2.6641,179881.0,<1H OCEAN
-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,249674.0,<1H OCEAN
-118.88,34.17,15.0,4260.0,,1701.0,669.0,5.1033,284592.03,<1H OCEAN
-117.23,33.77,5.0,2108.0,496.0,1666.0,461.0,2.0,107868.0,INLAND
-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,207934.0,<1H OCEAN
-121.3,38.03,13.0,1014.0,200.0,712.0,197.0,3.1471,123406.0,INLAND
-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443,189182.0,<1H OCEAN
-117.24,32.74,44.0,1488.0,259.0,667.0,281.0,4.0862,307950.02,NEAR OCEAN
-124.18,40.78,33.0,1076.0,222.0,656.0,236.0,2.5096,74307.0,NEAR OCEAN
-118.1,33.91,35.0,1592.0,335.0,1238.0,320.0,4.9732,183536.0,<1H OCEAN
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,357968.04,NEAR BAY
-121.68,39.15,14.0,2774.0,451.0,1292.0,428.0,4.3833,145185.0,INLAND
-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,88826.0,NEAR OCEAN
-117.02,32.76,15.0,1204.0,326.0,543.0,326.0,1.0278,152682.0,<1H OCEAN
-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,465824.49,<1H OCEAN
-117.13,32.79,35.0,1362.0,243.0,698.0,255.0,3.6458,164851.0,NEAR OCEAN
-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,143119.0,<1H OCEAN
-120.57,38.2,13.0,4110.0,847.0,1796.0,706.0,2.6417,127054.0,INLAND
-118.17,33.96,25.0,2249.0,681.0,2621.0,628.0,2.3,158584.0,<1H OCEAN
-117.74,33.46,9.0,6564.0,1316.0,1720.0,904.0,4.89,266828.06,<1H OCEAN
-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,130615.0,INLAND
-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,362175.06,<1H OCEAN
-119.69,34.38,39.0,1383.0,459.0,677.0,362.0,2.25,280794.09,NEAR OCEAN
-117.27,33.03,19.0,2899.0,499.0,1356.0,512.0,4.87,306033.03,NEAR OCEAN
-118.41,34.25,36.0,1146.0,259.0,1173.0,272.0,3.6016,157894.0,<1H OCEAN
-118.66,34.02,23.0,8798.0,1465.0,2750.0,1208.0,8.7364,475972.67,NEAR OCEAN
-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3.5083,141295.0,NEAR BAY
-120.85,37.49,39.0,2840.0,733.0,2606.0,737.0,1.9429,75816.0,INLAND
-118.29,34.17,12.0,2238.0,682.0,1882.0,611.0,2.9,233978.0,<1H OCEAN
-122.7,38.43,28.0,1585.0,412.0,1362.0,424.0,1.6685,158358.0,<1H OCEAN
-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,432549.13,<1H OCEAN
-122.58,38.15,9.0,1302.0,177.0,682.0,190.0,7.5,358435.19,<1H OCEAN
-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,196098.0,<1H OCEAN
-120.46,36.87,20.0,1287.0,310.0,954.0,269.0,1.3386,60708.0,INLAND
-117.92,33.7,15.0,3201.0,,1510.0,622.0,4.2708,199290.0,<1H OCEAN
-121.59,39.39,22.0,2515.0,482.0,1284.0,462.0,2.1776,69423.0,INLAND
-117.94,34.02,27.0,5026.0,955.0,3899.0,930.0,3.871,172314.0,<1H OCEAN
-120.45,34.94,26.0,1058.0,232.0,891.0,243.0,3.6422,178462.0,<1H OCEAN
-117.12,32.76,23.0,2681.0,717.0,1279.0,648.0,2.1597,126095.0,NEAR OCEAN
-117.34,34.0,27.0,321.0,64.0,214.0,67.0,3.175,122999.0,INLAND
-118.05,34.1,30.0,2143.0,427.0,1107.0,416.0,4.2321,245557.0,INLAND
-118.19,33.82,19.0,2953.0,895.0,1914.0,855.0,3.5521,232238.0,NEAR OCEAN
-117.38,34.06,17.0,3139.0,569.0,1612.0,516.0,3.3571,116778.0,INLAND
-121.27,37.97,39.0,1023.0,243.0,550.0,224.0,1.1141,74840.0,INLAND
-122.18,39.75,30.0,4157.0,834.0,1885.0,774.0,1.6948,67040.0,INLAND
-118.49,34.03,32.0,3851.0,900.0,1456.0,836.0,4.5208,447606.27,<1H OCEAN
-117.68,33.54,5.0,2840.0,403.0,1363.0,403.0,7.618,320707.0,<1H OCEAN
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,2.5457,108674.0,INLAND
-120.0,38.92,26.0,529.0,116.0,191.0,83.0,3.5,116123.0,INLAND
-121.2,37.79,36.0,866.0,160.0,502.0,149.0,2.4798,106358.0,INLAND
-117.3,34.11,42.0,525.0,111.0,444.0,120.0,2.6771,79387.0,INLAND
-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,333108.04,<1H OCEAN
-117.01,33.75,15.0,2873.0,903.0,1094.0,659.0,1.8015,101505.0,INLAND
-118.04,33.99,47.0,2530.0,565.0,1262.0,509.0,3.6475,198853.0,<1H OCEAN
-121.25,38.69,24.0,1014.0,185.0,606.0,194.0,4.1607,166243.0,INLAND
-122.09,37.65,35.0,1130.0,192.0,543.0,184.0,4.3897,193609.0,NEAR BAY
-121.26,37.96,43.0,940.0,208.0,690.0,181.0,2.3056,83346.0,INLAND
-117.35,33.97,27.0,3960.0,886.0,2807.0,838.0,3.024,108809.0,INLAND
-118.2,33.91,36.0,2283.0,499.0,1836.0,462.0,2.8793,134854.0,<1H OCEAN
-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436,410678.13,<1H OCEAN
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,147216.0,<1H OCEAN
-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,3.35,168522.0,<1H OCEAN
-119.75,36.75,49.0,2331.0,460.0,1290.0,477.0,2.5111,68817.0,INLAND
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,3.724,156483.0,NEAR BAY
-119.05,36.07,21.0,2472.0,523.0,1238.0,504.0,1.7756,64839.0,INLAND
-120.82,37.49,25.0,1611.0,285.0,882.0,261.0,3.5547,138661.0,INLAND
-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,309803.02,NEAR OCEAN
-122.13,37.45,37.0,1287.0,197.0,510.0,206.0,7.9029,459239.69,NEAR BAY
-118.05,33.82,25.0,1548.0,279.0,732.0,265.0,5.123,226128.0,<1H OCEAN
-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,145590.0,INLAND
-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,265725.0,<1H OCEAN
-118.0,33.73,26.0,2236.0,280.0,809.0,282.0,6.7395,329800.01,<1H OCEAN
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,254453.03,<1H OCEAN
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,178250.0,NEAR BAY
-118.23,34.16,31.0,3105.0,582.0,1359.0,547.0,5.1718,320112.14,<1H OCEAN
-121.46,38.61,43.0,705.0,178.0,464.0,159.0,2.4205,118402.0,INLAND
-117.14,32.71,52.0,800.0,313.0,1337.0,282.0,1.5594,88499.0,NEAR OCEAN
-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,239624.0,NEAR OCEAN
-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,108438.0,INLAND
-118.49,34.22,30.0,1756.0,314.0,899.0,288.0,5.0325,234514.01,<1H OCEAN
-122.03,37.69,20.0,200.0,25.0,83.0,31.0,6.5,305371.01,NEAR BAY
-117.62,33.77,43.0,1911.0,439.0,930.0,433.0,4.6369,227085.0,<1H OCEAN
-118.07,34.12,30.0,2201.0,559.0,1194.0,531.0,4.1136,257028.0,INLAND
-118.1,33.96,36.0,2013.0,435.0,1476.0,475.0,3.9549,174363.0,<1H OCEAN
-118.36,34.03,43.0,1690.0,379.0,1017.0,359.0,2.1078,145155.0,<1H OCEAN
-117.27,34.17,16.0,30.0,3.0,49.0,8.0,4.625,197765.07,INLAND
-121.62,36.63,52.0,1437.0,298.0,836.0,257.0,3.6286,242275.01,<1H OCEAN
-118.53,34.26,18.0,3674.0,,1590.0,550.0,8.176,405816.14,<1H OCEAN
-118.52,34.04,47.0,1985.0,315.0,819.0,340.0,6.5147,457579.54,<1H OCEAN
-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625,218581.02,NEAR BAY
-117.84,33.66,5.0,1688.0,430.0,857.0,402.0,3.7857,261501.08,<1H OCEAN
-122.0,37.96,28.0,4071.0,713.0,2033.0,647.0,4.5833,175646.0,INLAND
-118.29,33.96,36.0,1717.0,417.0,902.0,368.0,1.4868,108858.0,<1H OCEAN
-121.53,39.53,35.0,1806.0,293.0,683.0,295.0,4.5156,143858.0,INLAND
-121.99,37.34,27.0,3353.0,653.0,1571.0,621.0,5.273,321288.0,<1H OCEAN
-122.23,40.2,17.0,762.0,138.0,322.0,139.0,4.2917,143292.0,INLAND
-117.25,32.73,37.0,2224.0,331.0,821.0,341.0,6.3331,410916.17,NEAR OCEAN
-118.38,33.81,41.0,1889.0,301.0,802.0,278.0,6.015,392811.24,NEAR OCEAN
-122.0,37.28,35.0,3133.0,541.0,1449.0,555.0,5.7295,337949.02,<1H OCEAN
-118.19,33.79,29.0,3497.0,1096.0,2994.0,919.0,1.8109,151004.0,NEAR OCEAN
-118.26,33.94,45.0,1080.0,218.0,850.0,237.0,2.25,111405.0,<1H OCEAN
-117.64,33.88,13.0,8010.0,1366.0,3920.0,1309.0,5.536,244017.0,<1H OCEAN
-122.41,37.61,43.0,1934.0,303.0,847.0,300.0,4.7381,328464.01,NEAR OCEAN
-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563,187320.0,<1H OCEAN
-116.47,33.84,3.0,9169.0,1512.0,3838.0,1270.0,4.3111,177307.02,INLAND
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,274511.02,<1H OCEAN
-119.84,34.44,28.0,977.0,162.0,537.0,159.0,4.2404,301181.04,NEAR OCEAN
-120.44,34.65,30.0,2265.0,512.0,1402.0,471.0,1.975,147136.0,NEAR OCEAN
-118.1,33.9,37.0,796.0,175.0,740.0,183.0,3.6,170495.0,<1H OCEAN
-118.25,33.93,42.0,763.0,191.0,754.0,174.0,2.0486,96003.0,<1H OCEAN
-117.07,32.63,37.0,2372.0,444.0,1056.0,419.0,3.7583,151352.0,NEAR OCEAN
-122.33,38.33,15.0,3193.0,468.0,1303.0,426.0,5.3017,225783.0,NEAR BAY
-118.37,34.04,43.0,1465.0,278.0,727.0,290.0,4.0781,271469.05,<1H OCEAN
-121.88,37.39,13.0,3334.0,565.0,2240.0,561.0,7.105,340688.04,<1H OCEAN
-121.22,37.72,34.0,2123.0,387.0,1310.0,368.0,2.6368,93998.0,INLAND
-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,5.8324,246414.0,INLAND
-122.96,38.42,50.0,2530.0,524.0,940.0,361.0,2.9375,165323.0,<1H OCEAN
-121.84,37.32,14.0,5762.0,1538.0,3979.0,1389.0,3.6953,217092.0,<1H OCEAN
-119.56,36.09,14.0,1267.0,290.0,1077.0,279.0,1.85,57203.0,INLAND
-117.13,32.91,16.0,2715.0,581.0,1619.0,584.0,4.0,166211.0,<1H OCEAN
-118.99,35.4,43.0,2225.0,392.0,890.0,374.0,4.0208,95511.0,INLAND
-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,216641.0,<1H OCEAN
-121.95,36.61,31.0,1736.0,250.0,497.0,170.0,6.3835,405692.28,NEAR OCEAN
-122.29,37.48,15.0,5480.0,892.0,2009.0,831.0,7.4678,438102.39,NEAR OCEAN
-122.3,37.52,38.0,2769.0,387.0,994.0,395.0,5.5902,385926.04,NEAR OCEAN
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,113407.0,NEAR BAY
-117.33,34.03,18.0,2342.0,402.0,1264.0,382.0,4.7986,150725.0,INLAND
-122.5,37.76,52.0,2018.0,422.0,1142.0,463.0,3.7083,300255.02,NEAR OCEAN
-121.03,37.69,5.0,4034.0,771.0,1967.0,742.0,3.8065,145106.0,INLAND
-118.28,33.74,16.0,855.0,271.0,486.0,250.0,0.7591,195704.0,NEAR OCEAN
-118.1,33.82,36.0,1930.0,354.0,915.0,328.0,5.2713,239025.0,<1H OCEAN
-121.37,38.01,15.0,2430.0,315.0,1016.0,314.0,10.0088,408552.33,INLAND
-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,431443.34,<1H OCEAN
-121.84,36.61,26.0,2902.0,761.0,2258.0,719.0,2.5663,163330.0,<1H OCEAN
-119.52,34.4,20.0,1834.0,477.0,1305.0,417.0,3.2125,246405.02,NEAR OCEAN
-117.98,34.0,22.0,3632.0,538.0,1968.0,566.0,6.019,268006.01,<1H OCEAN
-118.42,37.36,18.0,2281.0,520.0,1425.0,465.0,1.7388,112062.0,INLAND
-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,67241.0,INLAND
-122.36,37.95,40.0,408.0,102.0,302.0,81.0,1.8333,91358.0,NEAR BAY
-117.29,32.92,25.0,2355.0,381.0,823.0,358.0,6.8322,364873.19,NEAR OCEAN
-116.25,33.75,33.0,278.0,91.0,375.0,81.0,2.025,67529.0,INLAND
-117.34,33.98,10.0,17286.0,4952.0,9851.0,4616.0,1.7579,109706.0,INLAND
-119.78,36.27,29.0,1871.0,315.0,1066.0,309.0,4.5714,124834.0,INLAND
-120.1,39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958,157346.0,INLAND
-122.04,37.96,16.0,2913.0,723.0,1705.0,693.0,2.9097,160976.0,NEAR BAY
-117.91,33.65,19.0,1589.0,421.0,1118.0,394.0,4.1029,245594.03,<1H OCEAN
-118.99,34.23,9.0,10618.0,1617.0,4830.0,1606.0,6.6246,343335.12,<1H OCEAN
-119.27,34.29,32.0,2274.0,406.0,982.0,393.0,5.3254,322551.03,NEAR OCEAN
-118.32,34.03,50.0,1845.0,349.0,1109.0,335.0,2.8971,149264.01,<1H OCEAN
-117.2,33.2,16.0,4409.0,629.0,1875.0,609.0,5.543,292894.0,<1H OCEAN
-117.81,33.71,16.0,2666.0,387.0,1227.0,347.0,7.3769,318857.0,<1H OCEAN
-118.31,33.98,52.0,1837.0,426.0,1062.0,343.0,2.0,114265.0,<1H OCEAN
-122.3,37.88,46.0,1647.0,376.0,854.0,355.0,2.9,208497.0,NEAR BAY
-118.65,34.18,26.0,4607.0,656.0,1769.0,643.0,7.4918,377078.06,<1H OCEAN
-118.39,34.01,25.0,1101.0,285.0,543.0,294.0,2.3571,237239.04,<1H OCEAN
-117.94,33.65,20.0,5476.0,1073.0,2327.0,963.0,5.6637,321950.05,<1H OCEAN
-122.28,37.5,33.0,6499.0,998.0,2694.0,957.0,7.4787,452558.17,NEAR OCEAN
-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,396025.05,<1H OCEAN
-122.43,37.8,52.0,2802.0,622.0,954.0,572.0,4.5399,491964.86,NEAR BAY
-119.77,36.79,34.0,2679.0,460.0,1141.0,470.0,3.2642,87940.0,INLAND
-122.41,40.58,35.0,2072.0,385.0,1029.0,375.0,2.8512,94654.0,INLAND
-118.14,34.03,44.0,2003.0,390.0,1291.0,392.0,4.0625,208149.0,<1H OCEAN
-119.45,36.35,22.0,1824.0,333.0,1076.0,282.0,2.3365,77314.0,INLAND
-118.46,34.0,36.0,1392.0,260.0,679.0,247.0,4.7344,393167.16,<1H OCEAN
-122.24,40.45,27.0,1804.0,321.0,782.0,300.0,3.5978,89139.0,INLAND
-117.25,32.78,21.0,1479.0,484.0,658.0,384.0,2.45,203282.0,NEAR OCEAN
-121.29,38.14,34.0,1500.0,337.0,674.0,282.0,2.515,113171.0,INLAND
-118.84,34.16,18.0,6075.0,1056.0,2571.0,1018.0,5.22,344713.14,<1H OCEAN
-120.47,37.29,16.0,749.0,222.0,1277.0,224.0,1.2054,69103.0,INLAND
-122.8,38.37,26.0,1634.0,315.0,909.0,317.0,4.1731,243263.0,<1H OCEAN
-117.08,32.62,28.0,2468.0,506.0,1353.0,522.0,3.0771,148807.0,NEAR OCEAN
-119.71,34.41,18.0,1225.0,317.0,694.0,306.0,3.6823,258878.01,NEAR OCEAN
-117.96,34.04,35.0,1141.0,212.0,924.0,212.0,3.1591,158853.0,<1H OCEAN
-122.06,37.99,16.0,2445.0,469.0,721.0,474.0,2.8043,163038.0,NEAR BAY
-121.25,38.14,16.0,1174.0,242.0,464.0,261.0,2.3,114650.0,INLAND
-121.26,37.88,42.0,465.0,93.0,256.0,93.0,3.1719,150866.0,INLAND
-122.28,40.5,21.0,2405.0,476.0,1197.0,412.0,2.6488,98729.0,INLAND
-117.98,33.84,31.0,1252.0,225.0,714.0,226.0,4.6042,195047.0,<1H OCEAN
-122.09,37.37,34.0,2165.0,355.0,776.0,339.0,5.2971,346651.1,NEAR BAY
-118.08,33.93,34.0,1558.0,375.0,1179.0,337.0,3.2188,162588.0,<1H OCEAN
-121.84,37.25,25.0,5939.0,989.0,3275.0,954.0,5.6488,264436.0,<1H OCEAN
-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,78771.0,INLAND
-117.37,33.7,8.0,4345.0,865.0,2425.0,785.0,3.2481,138393.0,<1H OCEAN
-119.78,34.48,21.0,2377.0,322.0,1007.0,328.0,7.9248,441194.3,NEAR OCEAN
-118.58,34.2,37.0,1389.0,252.0,826.0,249.0,5.015,252407.04,<1H OCEAN
-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018,211045.0,NEAR OCEAN
-122.09,37.39,34.0,1508.0,483.0,774.0,443.0,2.7279,225463.01,NEAR BAY
-118.37,34.05,48.0,1266.0,234.0,539.0,222.0,4.005,357038.06,<1H OCEAN
-119.24,36.33,9.0,3289.0,621.0,1866.0,631.0,3.1599,89446.0,INLAND
-117.68,34.15,4.0,4082.0,578.0,1996.0,580.0,6.7813,282316.0,INLAND
-117.78,34.11,23.0,7079.0,1381.0,3205.0,1327.0,3.0735,167403.0,INLAND
-119.65,36.34,46.0,1730.0,337.0,752.0,323.0,1.8529,60682.0,INLAND
-118.15,34.07,40.0,1072.0,204.0,940.0,200.0,3.125,184353.0,<1H OCEAN
-121.75,36.91,52.0,1211.0,447.0,1102.0,392.0,1.6875,159201.0,<1H OCEAN
-121.65,36.77,15.0,2191.0,358.0,1150.0,330.0,4.7969,240190.0,<1H OCEAN
-117.75,33.61,17.0,2499.0,566.0,781.0,522.0,3.1779,197929.04,<1H OCEAN
-117.41,33.94,22.0,4179.0,1081.0,2096.0,1013.0,2.4435,111957.0,INLAND
-117.88,33.85,25.0,1234.0,351.0,507.0,285.0,2.3173,211084.0,<1H OCEAN
-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,6.5706,279257.0,<1H OCEAN
-119.18,35.5,36.0,1253.0,259.0,932.0,249.0,2.1635,60846.0,INLAND
-118.08,34.1,36.0,2679.0,548.0,1605.0,533.0,3.5313,229022.0,<1H OCEAN
-118.15,34.2,37.0,1997.0,361.0,1037.0,363.0,3.7932,240234.0,INLAND
-122.49,37.78,46.0,3304.0,792.0,1783.0,777.0,3.6148,341315.02,NEAR BAY
-119.79,36.32,19.0,3252.0,614.0,1971.0,607.0,3.0667,87905.0,INLAND
-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,3.0357,125708.0,INLAND
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,97001.0,NEAR BAY
-118.27,33.79,26.0,2109.0,651.0,2120.0,605.0,2.1447,155849.0,<1H OCEAN
-118.37,34.03,43.0,1350.0,287.0,811.0,307.0,3.3636,237446.0,<1H OCEAN
-117.96,33.83,29.0,1194.0,176.0,474.0,170.0,6.1001,288637.1,<1H OCEAN
-119.2,34.27,8.0,4942.0,1173.0,3012.0,1033.0,3.445,214590.0,NEAR OCEAN
-118.27,33.98,39.0,2062.0,588.0,1933.0,570.0,1.3801,100696.0,<1H OCEAN
-119.17,34.26,10.0,3654.0,541.0,1638.0,551.0,6.1885,331879.06,NEAR OCEAN
-118.5,34.52,3.0,6577.0,1056.0,3032.0,1004.0,5.9263,230963.0,INLAND
-122.27,40.46,14.0,2633.0,530.0,1324.0,513.0,2.2768,84483.0,INLAND
-117.89,33.71,24.0,4365.0,804.0,2663.0,753.0,4.5814,210520.0,<1H OCEAN
-121.82,37.37,42.0,2913.0,577.0,1873.0,580.0,3.7214,185659.0,<1H OCEAN
-117.71,33.54,15.0,2460.0,368.0,962.0,320.0,7.3878,316079.0,<1H OCEAN
-122.48,38.54,37.0,1898.0,359.0,973.0,340.0,4.2096,236792.0,INLAND
-117.94,34.09,21.0,2707.0,675.0,1742.0,626.0,2.1062,167892.0,<1H OCEAN
-117.15,32.74,26.0,3149.0,832.0,1320.0,808.0,3.0259,199020.0,NEAR OCEAN
-118.25,34.02,32.0,1375.0,448.0,1698.0,432.0,1.6302,114370.0,<1H OCEAN
-117.38,34.11,36.0,1497.0,264.0,894.0,275.0,3.3066,105324.0,INLAND
-117.38,34.13,23.0,1326.0,300.0,722.0,263.0,2.1856,92079.0,INLAND
-121.8,38.68,11.0,3851.0,892.0,1847.0,747.0,3.4331,132641.0,INLAND
-122.06,37.34,20.0,3435.0,593.0,1293.0,553.0,6.7578,379021.2,<1H OCEAN
-117.43,33.93,36.0,2386.0,396.0,1176.0,374.0,4.5122,143147.0,INLAND
-117.06,33.13,12.0,8742.0,2114.0,4854.0,1957.0,2.8015,141667.0,<1H OCEAN
-118.52,34.32,18.0,7498.0,976.0,3189.0,955.0,8.1248,399611.06,<1H OCEAN
-117.91,33.94,15.0,5799.0,842.0,2314.0,787.0,6.3433,306464.03,<1H OCEAN
-118.32,34.14,23.0,4574.0,1423.0,1624.0,995.0,4.0965,411107.22,<1H OCEAN
-118.49,34.13,24.0,4394.0,,1443.0,528.0,11.2979,500001.0,<1H OCEAN
-121.94,37.25,16.0,3942.0,749.0,1894.0,737.0,5.2894,279153.0,<1H OCEAN
-121.44,38.63,38.0,1673.0,399.0,1116.0,382.0,1.3302,63679.0,INLAND
-118.74,34.26,22.0,4337.0,673.0,2347.0,636.0,5.4091,240539.0,<1H OCEAN
-119.38,36.53,38.0,1281.0,,1423.0,293.0,1.9602,58423.0,INLAND
